"GEO_ID","NAME","B25031_001E","B25031_001M","B25031_002E","B25031_002M","B25031_003E","B25031_003M","B25031_004E","B25031_004M","B25031_005E","B25031_005M","B25031_006E","B25031_006M","B25031_007E","B25031_007M",
"Geography","Geographic Area Name","Estimate!!Median gross rent --!!Total:","Margin of Error!!Median gross rent --!!Total:","Estimate!!Median gross rent --!!Total:!!No bedroom","Margin of Error!!Median gross rent --!!Total:!!No bedroom","Estimate!!Median gross rent --!!Total:!!1 bedroom","Margin of Error!!Median gross rent --!!Total:!!1 bedroom","Estimate!!Median gross rent --!!Total:!!2 bedrooms","Margin of Error!!Median gross rent --!!Total:!!2 bedrooms","Estimate!!Median gross rent --!!Total:!!3 bedrooms","Margin of Error!!Median gross rent --!!Total:!!3 bedrooms","Estimate!!Median gross rent --!!Total:!!4 bedrooms","Margin of Error!!Median gross rent --!!Total:!!4 bedrooms","Estimate!!Median gross rent --!!Total:!!5 or more bedrooms","Margin of Error!!Median gross rent --!!Total:!!5 or more bedrooms",
"1600000US0131912","Greenville city, Alabama","728","23","-","**","469","151","722","14","853","78","780","210","-","**",
"1600000US0132056","Grimes town, Alabama","792","237","-","**","-","**","-","**","1000","195","850","350","-","**",
"1600000US0132080","Grove Hill town, Alabama","718","179","-","**","-","**","675","335","843","122","-","**","-","**",
"1600000US0132224","Guin city, Alabama","612","414","238","115","343","35","389","385","783","31","-","**","-","**",
"1600000US0132248","Gulfcrest CDP, Alabama","-","**","-","**","-","**","-","**","-","**","-","**","-","**",
"1600000US0132272","Gulf Shores city, Alabama","1181","49","-","**","995","129","1195","89","1508","629","1398","726","-","**",
"1600000US0132416","Guntersville city, Alabama","722","50","725","547","397","43","700","68","844","172","988","280","-","**",
"1600000US0132440","Gurley town, Alabama","596","452","-","**","-","**","593","337","-","**","-","**","-","**",
"1600000US0132536","Gu-Win town, Alabama","-","**","-","**","-","**","-","**","-","**","-","**","-","**",
"1600000US0132560","Hackleburg town, Alabama","561","234","-","**","-","**","576","44","375","363","-","**","-","**",
"1600000US0132584","Hackneyville CDP, Alabama","-","**","-","**","-","**","-","**","-","**","-","**","-","**",
"1600000US0132656","Haleburg town, Alabama","-","**","-","**","-","**","-","**","-","**","-","**","-","**",
"1600000US0132704","Haleyville city, Alabama","654","93","-","**","281","111","614","213","785","98","1069","300","-","**",
"1600000US0132848","Hamilton city, Alabama","567","53","396","41","344","54","583","20","817","46","-","**","-","**",
"1600000US0132896","Hammondville town, Alabama","-","**","-","**","-","**","-","**","788","192","-","**","-","**",
"1600000US0132968","Hanceville city, Alabama","799","107","805","355","807","210","754","237","852","160","-","**","-","**",
"1600000US0133064","Hanover CDP, Alabama","-","**","-","**","-","**","-","**","-","**","-","**","-","**",
"1600000US0133256","Harpersville town, Alabama","876","97","-","**","-","**","-","**","894","209","-","**","-","**",
"1600000US0133424","Hartford city, Alabama","760","158","-","**","-","**","643","41","811","222","879","275","-","**",
"1600000US0133448","Hartselle city, Alabama","775","94","-","**","533","116","680","45","910","89","1625","696","-","**",
"1600000US0133472","Harvest CDP, Alabama","1560","651","-","**","-","**","-","**","1191","477","-","**","-","**",
"1600000US0133544","Hatton CDP, Alabama","-","**","-","**","-","**","-","**","-","**","-","**","-","**",
"1600000US0133640","Hayden town, Alabama","1167","195","-","**","-","**","1050","188","1304","255","-","**","-","**",
"1600000US0133712","Hayneville town, Alabama","766","35","-","**","-","**","495","100","-","**","-","**","-","**",
"1600000US0133808","Hazel Green CDP, Alabama","943","50","-","**","-","**","884","339","933","57","-","**","-","**",
"1600000US0133856","Headland city, Alabama","698","70","-","**","281","19","-","**","1046","652","-","**","-","**",
"1600000US0133904","Heath town, Alabama","378","9","-","**","-","**","-","**","613","400","-","**","-","**",
"1600000US0133976","Heflin city, Alabama","720","35","-","**","-","**","710","30","1075","164","-","**","-","**",
"1600000US0134024","Helena city, Alabama","1287","351","-","**","-","**","1105","772","1857","235","-","**","-","**",
"1600000US0134096","Henagar city, Alabama","746","365","-","**","591","140","579","80","1024","528","-","**","-","**",
"1600000US0134480","Highland Lake town, Alabama","-","**","-","**","-","**","-","**","-","**","-","**","-","**",
"1600000US0134490","Highland Lakes CDP, Alabama","-","**","-","**","-","**","-","**","-","**","-","**","-","**",
"1600000US0134816","Hillsboro town, Alabama","629","9","-","**","-","**","-","**","-","**","-","**","-","**",
"1600000US0134984","Hissop CDP, Alabama","-","**","-","**","-","**","-","**","-","**","-","**","-","**",
"1600000US0135130","Hobson CDP, Alabama","-","**","-","**","-","**","-","**","-","**","-","**","-","**",
"1600000US0135152","Hobson City town, Alabama","468","132","-","**","410","203","319","57","669","274","-","**","-","**",
"1600000US0135200","Hodges town, Alabama","525","207","-","**","-","**","-","**","-","**","-","**","-","**",
"1600000US0135392","Hokes Bluff city, Alabama","958","84","-","**","-","**","-","**","1030","436","-","**","-","**",
"1600000US0135512","Hollins CDP, Alabama","-","**","-","**","-","**","-","**","-","**","-","**","-","**",
"1600000US0135536","Hollis Crossroads CDP, Alabama","816","150","-","**","-","**","-","**","-","**","-","**","-","**",
"1600000US0135560","Holly Pond town, Alabama","695","463","-","**","-","**","671","43","1029","562","-","**","-","**",
"1600000US0135632","Hollywood town, Alabama","760","301","-","**","-","**","663","299","768","368","-","**","-","**",
"1600000US0135704","Holt CDP, Alabama","771","221","-","**","691","604","956","490","779","256","-","**","-","**",
"1600000US0135752","Holtville CDP, Alabama","925","155","-","**","-","**","1096","282","930","258","-","**","-","**",
"1600000US0135800","Homewood city, Alabama","1337","89","876","101","1112","151","1318","67","1946","222","-","**","-","**",
"1600000US0135896","Hoover city, Alabama","1352","35","943","85","1131","43","1344","34","1727","45","1734","227","3050","1069",
"1600000US0136088","Horn Hill town, Alabama","663","213","-","**","-","**","-","**","666","134","-","**","-","**",
"1600000US0136448","Hueytown city, Alabama","1177","46","-","**","-","**","1061","62","1215","89","1454","300","-","**",
"1600000US0136592","Huguley CDP, Alabama","788","70","-","**","-","**","-","**","900","485","-","**","-","**",
"1600000US0137000","Huntsville city, Alabama","1020","25","749","80","858","41","1016","39","1181","36","1431","120","1836","1159",
"1600000US0137096","Hurtsboro town, Alabama","456","185","-","**","507","335","397","136","-","**","-","**","-","**",
"1600000US0137264","Hytop town, Alabama","661","73","-","**","-","**","654","105","-","**","-","**","-","**",
"1600000US0137312","Ider town, Alabama","588","67","-","**","-","**","631","280","564","214","-","**","-","**",
"1600000US0137465","Indian Springs Village city, Alabama","-","**","-","**","-","**","-","**","-","**","-","**","-","**",
"1600000US0137864","Irondale city, Alabama","1182","81","-","**","1149","63","1156","95","1542","529","1475","620","-","**",
"1600000US0138032","Ivalee CDP, Alabama","-","**","-","**","-","**","-","**","-","**","-","**","-","**",
"1600000US0138152","Jackson city, Alabama","608","207","-","**","458","76","548","324","774","59","-","**","-","**",
"1600000US0138248","Jacksons' Gap town, Alabama","754","241","-","**","-","**","-","**","750","300","-","**","-","**",
"1600000US0138272","Jacksonville city, Alabama","752","46","-","**","542","56","764","52","1017","116","773","270","-","**",
"1600000US0138416","Jasper city, Alabama","681","91","-","**","501","123","660","207","926","112","1031","147","-","**",
"1600000US0138608","Jemison city, Alabama","852","190","-","**","-","**","983","435","915","228","-","**","-","**",
"1600000US0139064","Joppa CDP, Alabama","-","**","-","**","-","**","-","**","-","**","-","**","-","**",
"1600000US0139280","Kansas town, Alabama","719","84","-","**","-","**","-","**","-","**","-","**","-","**",
"1600000US0139472","Kellyton town, Alabama","-","**","-","**","-","**","-","**","-","**","-","**","-","**",
"1600000US0139520","Kennedy town, Alabama","538","486","-","**","310","184","-","**","-","**","-","**","-","**",
"1600000US0139784","Killen town, Alabama","866","93","-","**","-","**","834","30","950","340","-","**","-","**",
"1600000US0139856","Kimberly city, Alabama","1108","684","-","**","-","**","-","**","1050","224","-","**","-","**",
"1600000US0140072","Kinsey town, Alabama","920","45","-","**","-","**","778","25","931","43","-","**","-","**",
"1600000US0140096","Kinston town, Alabama","655","86","-","**","419","109","622","18","698","530","-","**","-","**",
"1600000US0140648","Ladonia CDP, Alabama","1113","206","-","**","-","**","948","503","1209","140","-","**","-","**",
"1600000US0140672","La Fayette city, Alabama","541","65","523","18","-","**","727","69","-","**","-","**","-","**",
"1600000US0140888","Lakeview town, Alabama","700","250","-","**","-","**","663","117","-","**","-","**","-","**",
"1600000US0140928","Lake View town, Alabama","1067","255","-","**","-","**","-","**","1073","182","-","**","-","**",
"1600000US0141296","Lanett city, Alabama","785","192","625","124","334","76","915","88","1135","192","-","**","-","**",
"1600000US0141368","Langston town, Alabama","688","264","-","**","-","**","-","**","-","**","-","**","-","**",
"1600000US0141968","Leeds city, Alabama","938","56","-","**","672","69","799","214","993","107","1600","341","-","**",
"1600000US0142016","Leesburg town, Alabama","767","189","-","**","-","**","492","255","850","451","-","**","-","**",
"1600000US0142160","Leighton town, Alabama","-","**","-","**","360","109","373","16","889","385","-","**","-","**",
"1600000US0142304","Leroy CDP, Alabama","-","**","-","**","-","**","-","**","-","**","-","**","-","**",
"1600000US0142352","Lester town, Alabama","743","567","-","**","-","**","-","**","-","**","-","**","-","**",
"1600000US0142472","Level Plains town, Alabama","860","164","-","**","-","**","817","227","1462","265","858","461","-","**",
"1600000US0142640","Lexington town, Alabama","717","53","-","**","428","28","647","156","850","39","-","**","-","**",
"1600000US0142808","Libertyville town, Alabama","788","271","-","**","-","**","-","**","-","**","-","**","-","**",
"1600000US0142928","Lillian CDP, Alabama","631","282","-","**","-","**","-","**","-","**","-","**","-","**",
"1600000US0143120","Lincoln city, Alabama","997","199","-","**","-","**","1074","178","978","298","-","**","-","**",
"1600000US0143240","Linden city, Alabama","722","69","-","**","371","145","720","18","712","140","2095","1896","-","**",
"1600000US0143264","Lineville city, Alabama","553","124","-","**","373","103","563","82","681","173","-","**","-","**",
"1600000US0143336","Lipscomb city, Alabama","739","365","-","**","671","154","728","186","919","497","-","**","-","**",
"1600000US0143384","Lisman town, Alabama","-","**","-","**","-","**","-","**","-","**","-","**","-","**",
"1600000US0143648","Littleville town, Alabama","695","110","-","**","-","**","665","70","1048","500","-","**","-","**",
"1600000US0143720","Livingston city, Alabama","802","161","-","**","-","**","821","239","1106","84","-","**","-","**",
"1600000US0143744","Loachapoka town, Alabama","900","276","-","**","-","**","913","110","-","**","-","**","-","**",
"1600000US0143816","Lockhart town, Alabama","665","51","-","**","-","**","-","**","672","25","-","**","-","**",
"1600000US0143888","Locust Fork town, Alabama","1026","153","-","**","-","**","-","**","1072","149","-","**","-","**",
"1600000US0144160","Lookout Mountain CDP, Alabama","-","**","-","**","-","**","-","**","-","**","-","**","-","**",
"1600000US0144344","Louisville town, Alabama","756","446","-","**","-","**","-","**","764","322","-","**","-","**",
"1600000US0144536","Lowndesboro town, Alabama","-","**","-","**","-","**","-","**","-","**","-","**","-","**",
"1600000US0144608","Loxley town, Alabama","1111","358","-","**","-","**","718","249","1306","267","-","**","-","**",
"1600000US0144728","Luverne city, Alabama","587","32","-","**","295","199","655","108","642","76","-","**","-","**",
"1600000US0144800","Lynn town, Alabama","755","191","-","**","-","**","752","644","765","18","-","**","-","**",
"1600000US0145040","McCalla CDP, Alabama","1529","275","-","**","-","**","1077","342","1757","108","-","**","-","**",
"1600000US0145208","McDonald Chapel CDP, Alabama","1086","571","-","**","-","**","-","**","-","**","-","**","-","**",
"1600000US0145316","Macedonia CDP, Alabama","-","**","-","**","-","**","-","**","-","**","-","**","-","**",
"1600000US0145472","McIntosh town, Alabama","-","**","-","**","-","**","-","**","-","**","-","**","-","**",
"1600000US0145496","McKenzie town, Alabama","525","126","-","**","285","21","527","26","750","146","-","**","-","**",
"1600000US0145640","McMullen town, Alabama","-","**","-","**","-","**","-","**","-","**","-","**","-","**",
"1600000US0145784","Madison city, Alabama","1201","55","1077","99","1081","63","1092","56","1434","93","2082","359","2356","255",
"1600000US0145904","Madrid town, Alabama","1281","1169","-","**","-","**","-","**","-","**","-","**","-","**",
"1600000US0146072","Magnolia Springs town, Alabama","1130","388","-","**","-","**","-","**","1211","691","-","**","-","**",
"1600000US0146192","Malcolm CDP, Alabama","-","**","-","**","-","**","-","**","-","**","-","**","-","**",
"1600000US0146264","Malvern town, Alabama","817","129","-","**","-","**","-","**","836","128","-","**","-","**",
"1600000US0146504","Maplesville town, Alabama","968","315","-","**","717","285","750","719","1083","155","-","**","-","**",
"1600000US0146600","Marbury CDP, Alabama","-","**","-","**","-","**","-","**","-","**","-","**","-","**",
"1600000US0146696","Margaret town, Alabama","872","461","-","**","-","**","-","**","860","286","-","**","-","**",
"1600000US0146768","Marion city, Alabama","579","204","-","**","-","**","732","474","542","188","-","**","-","**",
"1600000US0147728","Maytown town, Alabama","875","813","-","**","-","**","-","**","-","**","-","**","-","**",
"1600000US0147740","Meadowbrook CDP, Alabama","1536","393","-","**","1106","45","1732","132","-","**","-","**","-","**",
"1600000US0147848","Megargel CDP, Alabama","-","**","-","**","-","**","-","**","-","**","-","**","-","**",
"1600000US0148052","Memphis town, Alabama","-","**","-","**","-","**","-","**","-","**","-","**","-","**",
"1600000US0148064","Mentone town, Alabama","-","**","-","**","-","**","-","**","-","**","-","**","-","**",
"1600000US0148112","Meridianville CDP, Alabama","1067","565","-","**","-","**","-","**","-","**","-","**","-","**",
"1600000US0148376","Midfield city, Alabama","1125","57","-","**","-","**","1005","118","1192","59","-","**","-","**",
"1600000US0148400","Midland City town, Alabama","574","113","-","**","466","91","516","80","864","53","1080","91","-","**",
"1600000US0148424","Midway town, Alabama","453","266","-","**","-","**","343","260","-","**","-","**","-","**",
"1600000US0148616","Mignon CDP, Alabama","679","28","-","**","-","**","681","243","-","**","-","**","-","**",
"1600000US0148712","Millbrook city, Alabama","1027","103","-","**","1095","132","877","45","1111","117","1649","280","-","**",
"1600000US0148784","Millerville CDP, Alabama","-","**","-","**","-","**","-","**","-","**","-","**","-","**",
"1600000US0148808","Millport town, Alabama","479","181","-","**","-","**","-","**","640","230","-","**","-","**",
"1600000US0148832","Millry town, Alabama","543","414","-","**","-","**","507","447","-","**","-","**","-","**",
"1600000US0149072","Minor CDP, Alabama","1074","177","-","**","-","**","-","**","1151","233","-","**","-","**",
"1600000US0150000","Mobile city, Alabama","985","22","738","167","795","21","991","26","1156","30","1149","65","1734","49",
"1600000US0150192","Monroeville city, Alabama","641","136","-","**","340","68","595","112","885","116","-","**","-","**",
"1600000US0150312","Montevallo city, Alabama","942","127","-","**","798","99","837","90","1170","90","-","**","-","**",
"1600000US0151000","Montgomery city, Alabama","1026","21","794","106","798","62","983","34","1145","24","1324","88","1324","639",
"1600000US0151096","Moody city, Alabama","1220","173","-","**","917","533","1221","289","1197","146","2158","261","-","**",
"1600000US0151216","Moores Mill CDP, Alabama","1201","263","-","**","-","**","834","316","1332","196","-","**","-","**",
"1600000US0151264","Mooresville town, Alabama","-","**","-","**","-","**","-","**","-","**","-","**","-","**",
"1600000US0151456","Morris town, Alabama","738","228","-","**","-","**","1007","519","-","**","-","**","-","**",
"1600000US0151469","Morrison Crossroads CDP, Alabama","-","**","-","**","-","**","-","**","-","**","-","**","-","**",
"1600000US0151520","Mosses town, Alabama","725","485","-","**","-","**","670","562","1054","288","-","**","-","**",
"1600000US0151600","Moulton city, Alabama","534","65","-","**","386","122","549","77","806","259","-","**","-","**",
"1600000US0151648","Moundville town, Alabama","821","528","-","**","410","146","-","**","1033","146","-","**","-","**",
"1600000US0151696","Mountain Brook city, Alabama","1521","275","-","**","1299","152","1740","359","1458","1172","-","**","-","**",
"1600000US0152320","Mount Olive CDP (Coosa County), Alabama","-","**","-","**","-","**","-","**","-","**","-","**","-","**",
"1600000US0152344","Mount Olive CDP (Jefferson County), Alabama","1170","487","-","**","-","**","-","**","1279","369","-","**","-","**",
"1600000US0152608","Mount Vernon town, Alabama","910","158","-","**","-","**","-","**","882","308","-","**","-","**",
"1600000US0152680","Movico CDP, Alabama","-","**","-","**","-","**","-","**","-","**","-","**","-","**",
"1600000US0152776","Mulga town, Alabama","878","72","-","**","-","**","900","102","877","241","-","**","-","**",
"1600000US0152848","Munford town, Alabama","743","80","-","**","-","**","746","75","741","498","-","**","-","**",
"1600000US0153016","Muscle Shoals city, Alabama","957","90","-","**","743","43","912","61","1280","150","-","**","-","**",
"1600000US0153112","Myrtlewood town, Alabama","-","**","-","**","-","**","-","**","-","**","-","**","-","**",
"1600000US0153208","Nanafalia CDP, Alabama","-","**","-","**","-","**","-","**","-","**","-","**","-","**",
"1600000US0153232","Nances Creek CDP, Alabama","-","**","-","**","-","**","-","**","-","**","-","**","-","**",
"1600000US0153256","Napier Field town, Alabama","739","48","-","**","-","**","743","79","675","140","-","**","-","**",
"1600000US0153376","Natural Bridge town, Alabama","-","**","-","**","-","**","-","**","-","**","-","**","-","**",
"1600000US0153400","Nauvoo town, Alabama","725","236","-","**","-","**","-","**","681","276","-","**","-","**",
