State,Reviewing and approving authorities for projects not requiring rezoning,Reviewing and approving authorities for rezoning,Allows Accessory Dwelling Units,Median height restriction (feet),Modal height restriction (feet),Median parking spaces required,Modal parking spaces required,Proportion of residential districts (including mixed use) in municipality that permit multi-family housing,Explicit growth controls index,Open space requirements index ,Minimum lot size index,Maximum permitted density index,Inclusionary zoning programmes index,Maximum height index,Zoning Restrictiveness Index,Owner-occupied housing units with a mortgage,Mortgage Value Median (dollars),Only Second mortgage,Only Home equity loan,Both second mortgage and home equity loan,No second mortgage and no home equity loan,Home equity loan without a primary mortgage,Median household income (dollars),Median Monthly Household Costs (dollars),Median Real Estate Taxes (dollars),Median Gross Rent Total,Median Gross Rent Total 1 bedroom,Median Gross Rent Total 2 bedroom,Median Gross Rent Total 3 bedroom,City,lat,lng,population,density,Cluster
IL,2,3,0,35,35,2,1,0.25,0,0,2,1,0,35,1.697837295,3160,162600,56,219,0,2860,25,91902,1705,6121,1067,842,1058,1469,Zion,42.4603,-87.8511,24570,955.3,3
IN,1,1,0,32.5,20,1,1,0.3,0,0,2,3,0,32.5,0.300581207,7499,116500,118,645,22,6496,218,74513,1037,968,873,630,908,1045,Anderson,40.0891,-85.6892,83875,510.6,3
IN,1,2,1,30,150,2,1,0.416666667,0,1,3,1,0,30,2.054154956,1228,152200,0,120,0,1108,0,74395,1085,943,880,658,931,965,Angola,41.6433,-85.005,9317,545.4,3
IN,1,2,0,35,35,1,1,0.333333333,0,0,1,2,0,35,0.40908758,524,112400,5,15,0,497,7,80167,997,738,648,524,634,975,Attica,40.2874,-87.2452,3066,656.3,3
IN,1,2,1,35,35,2,1,0.266666667,0,0,3,2,0,35,1.193489766,2629,147300,0,124,0,2473,32,82129,921,933,788,639,835,756,Auburn,41.3666,-85.0559,13316,636,3
IN,0,2,0,25,35,2,2,0,0,0,1,2,0,25,0.013246425,1290,115500,5,18,0,1267,0,76597,959,832,790,704,843,934,Brazil,39.5226,-87.124,8114,849.7,3
IN,2,1,0,35,35,1,1,1,0,1,3,2,0,35,1.949288645,2594,136600,5,208,0,2263,118,76216,1090,963,765,654,810,1065,Crawfordsville,40.0428,-86.8976,16335,641.3,3
IN,2,2,0,35,35,2,1,0,0,0,2,1,0,35,1.542222229,1990,123400,75,178,0,1678,59,64000,995,1137,757,725,730,950,Decatur,40.8286,-84.9277,9718,614.9,3
IN,1,3,0,35,35,2,1,0.666666667,0,0,1,3,1,35,0.695021626,17746,126700,390,1261,96,15474,525,70387,1093,1100,917,732,970,1074,Evansville,37.9881,-87.5341,203661,953.2,3
IN,3,4,1,45,50,2,2,0.5,0,0,4,3,0,45,2.343510902,43593,157200,768,2997,76,39089,663,82353,1135,1364,904,742,922,1077,Fort Wayne,41.0888,-85.1436,337163,923,3
IN,1,3,0,35,35,1,1,0.333333333,0,0,1,2,0,35,0.564702646,2004,123400,15,200,0,1739,50,69635,1022,958,801,680,825,1043,Frankfort,40.281,-86.5212,15976,765.8,3
IN,1,3,1,48,50,2,2,0.538461538,0,0,4,2,0,48,1.741305925,4771,197900,124,420,8,4135,84,91719,1276,1549,1039,838,964,1250,Franklin,39.4948,-86.0544,26073,657.6,3
IN,1,2,0,35,35,2,2,0,0,0,1,1,0,35,0.75417998,4448,185800,46,226,0,3935,241,91731,1251,1302,1044,869,1094,1249,Greenfield,39.7937,-85.7738,23669,658,3
IN,2,2,0,35,40,1,1,0.75,0,0,1,1,0,35,1.150021136,5763,207400,106,364,0,5208,85,89886,1396,2176,1176,1066,1193,1397,Hobart,41.514,-87.2729,29573,436,3
IN,2,2,0,10,10,3,2,0.6,0,0,1,4,0,10,0.114743935,1021,128200,34,99,0,848,40,64531,1045,1041,747,624,697,1010,Huntingburg,38.301,-86.9622,6480,495.1,7
IN,1,2,0,25,20,2,2,0.4,0,0,3,2,0,25,1.193489766,10573,129000,128,598,50,9473,324,74087,991,976,856,666,858,986,Kokomo,40.464,-86.1277,59534,626.7,3
IN,1,2,0,32,50,2,2,0.111111111,0,0,1,2,0,32,0.40908758,1801,149600,0,183,15,1596,7,74920,1163,782,898,608,924,1056,Martinsville,39.4149,-86.4316,11916,502.4,3
IN,2,3,0,35,35,1,1,0.142857143,0,0,1,4,0,35,0.270359001,7275,137700,37,827,38,6238,135,78537,1125,1365,979,885,1033,1116,Mishawaka,41.6742,-86.1666,50899,1094.6,3
IN,2,2,0,35,35,2,10,0.454545455,0,0,2,1,0,35,1.542222229,1235,164200,0,90,0,1093,52,72459,1201,1282,754,583,847,1151,Mount Vernon,37.9364,-87.8958,6480,869.4,0
IN,1,2,0,58.5,97,4.5,3,0,0,0,1,3,0,58.5,0.06399518,1221,223400,0,80,0,1127,14,112399,1410,1586,827,723,801,1060,Nappanee,41.4451,-85.994,7276,582.9,3
IN,3,2,0,35,35,3,2,0.444444444,0,0,4,1,0,35,2.72246557,5976,163900,163,404,14,5283,112,79467,1172,1246,927,774,969,1109,New Albany,38.309,-85.8234,37598,937.8,3
IN,0,1,0,35,35,1,1,0.571428571,0,0,1,2,0,35,-0.142368641,2434,95600,29,63,0,2313,29,61638,899,853,774,595,785,915,New Castle,39.9191,-85.3697,17413,917.9,3
IN,2,2,1,30,35,1.3,1,0.153846154,0,1,3,2,0,30,2.104903711,14719,301400,253,1238,16,13012,200,124229,1758,2657,1202,1087,1186,1576,Noblesville,40.0355,-86.0042,70442,790.7,7
IN,2,3,0,60,150,2,2,0.428571429,0,0,4,2,0,60,2.137147081,7044,205700,136,328,0,6536,44,93513,1400,1752,1065,853,1057,1416,Portage,41.5856,-87.1797,37737,570.4,3
IN,1,3,0,35,35,1.5,1,0.333333333,0,0,3,3,0,35,1.004012432,835,129200,8,72,0,742,13,84226,1040,625,871,631,866,1063,Rensselaer,40.9375,-87.1684,5330,305.9,3
IN,0,0,0,30,40,3,3,0.888888889,0,0,2,4,0,30,-0.595967415,5254,99800,49,423,11,4703,68,66271,945,837,797,560,825,985,Richmond,39.8318,-84.8905,35642,573.3,3
IN,2,3,0,27.5,20,2,2,0.444444444,0,1,1,2,0,27.5,1.476116591,3010,136600,65,334,0,2534,77,79821,1123,1176,911,653,919,1092,Shelbyville,39.5352,-85.7793,19678,566.1,7
IN,2,3,0,37.5,60,2,1,0.625,0,0,1,1,0,37.5,1.305636202,13760,125100,205,1216,14,12104,221,71427,1061,1248,935,749,945,1075,South Bend,41.6767,-86.2696,278061,948.2,3
IN,3,3,0,30,30,2,2,0.157894737,0,0,3,1,0,30,2.485879543,2419,326300,73,316,0,1977,53,130814,1708,2655,1056,985,1103,1176,West Lafayette,40.4432,-86.9238,44861,1277.4,7
IA,2,3,0,45,60,1.75,2,0.333333333,0,0,1,2,0,45,0.960543801,624,135500,21,16,0,587,0,100909,1073,2134,776,604,793,1226,Albia,41.0268,-92.8038,3705,439.9,3
IA,3,3,0,60,45,1.5,1,0.428571429,0,0,1,1,0,60,1.701477357,850,136700,0,65,0,773,12,87500,1131,1772,865,1043,819,1014,Algona,43.0743,-94.2311,5443,455.5,3
IA,3,3,1,35,40,1.5,1,0.285714286,0,1,3,1,0,35,3.001452333,6054,260200,216,514,31,5210,83,117041,1686,3790,1011,911,1006,1314,Ames,42.0256,-93.6217,66729,918.7,7
IA,2,3,0,35,35,2,1,0.3,0,1,1,4,0,35,0.78593179,14531,286600,208,1373,78,12828,44,125112,1836,5283,1289,959,1289,1791,Ankeny,41.7288,-93.6031,68392,866.3,7
IA,2,3,0,45,75,2,2,0.444444444,0,1,1,2,1,45,1.951527971,1114,120500,7,57,0,1050,0,86532,1091,1868,684,500,679,945,Atlantic,41.3958,-95.0136,6770,315.1,3
IA,2,3,0,35,35,1,1,0.333333333,0,1,1,3,0,35,1.131024191,355,96700,8,42,0,298,7,63438,980,1669,743,636,769,742,Belmond,42.8464,-93.6084,2512,342.4,3
IA,2,2,0,40,35,1,1,0.428571429,0,0,1,3,0,40,0.459836335,2458,144700,24,259,0,2160,15,88714,1243,2347,837,621,861,1165,Boone,42.0531,-93.877,12482,527.2,3
IA,2,3,0,24,18,1,1,0.285714286,0,0,2,5,0,24,0.317467694,876,184300,30,84,0,746,16,101727,1383,2869,793,575,829,942,Camanche,41.7923,-90.277,4546,197.7,7
IA,2,3,0,35,35,2,1,0.538461538,0,1,1,1,0,35,1.821208991,5857,251200,361,822,0,4464,210,121585,1683,3688,1112,842,1105,1166,Cedar Falls,42.5195,-92.4536,40686,533.7,3
IA,2,3,0,35,35,2,2,0.222222222,0,1,4,1,0,35,2.99781227,670,103300,0,23,0,639,8,74722,919,1260,736,550,773,788,Centerville,40.7292,-92.8716,5393,430.5,3
IA,3,3,0,35,35,2,2,0.6,0,0,3,2,0,35,2.140787143,1314,128300,37,34,0,1214,29,88814,1054,1989,621,449,668,695,Charles City,43.0646,-92.6745,7364,464.3,3
IA,2,3,0,35,35,1.5,1,0,0,1,1,2,0,35,1.476116591,800,138700,0,150,0,613,37,100588,1064,1660,614,500,667,1057,Cherokee,42.7499,-95.5529,5154,291.2,3
IA,2,3,0,35,25,2,2,0.307692308,0,1,4,2,0,35,2.65271987,4315,115300,139,318,28,3690,140,84858,1174,2144,746,584,833,1050,Clinton,41.8435,-90.2412,24524,266,3
IA,2,3,0,67.5,75,2,1,0.4,0,1,1,2,0,67.5,1.476116591,3299,360600,203,356,42,2698,0,168482,2275,5692,1089,1097,1037,1682,Clive,41.6147,-93.798,18576,938.2,3
IA,2,3,0,32.5,35,1,1,0.4,0,0,1,1,0,32.5,1.305636202,1201,103900,0,92,80,1000,29,72465,1047,1784,706,378,775,971,Creston,41.0598,-94.365,7519,559.5,3
IA,2,3,0,35,35,2,2,0.2,0,1,1,1,0,35,1.821208991,885,147000,19,116,0,750,0,97820,1074,2418,775,610,724,850,Denison,42.0162,-95.3528,8316,490.4,3
IA,3,3,0,75,75,1,1,0.222222222,0,1,1,1,0,75,2.217050146,36927,175100,935,3016,238,32198,540,87891,1410,3414,995,833,1040,1261,Des Moines,41.5725,-93.6105,548926,933.4,3
IA,2,3,1,40,40,2,2,0.25,0,1,1,2,0,40,1.476116591,10080,179400,258,1778,9,7794,241,91659,1301,2532,915,717,956,1159,Dubuque,42.5002,-90.707,68601,733.3,3
IA,3,3,0,47.5,35,1,1,0.666666667,0,0,1,1,0,47.5,1.701477357,3520,134000,41,181,0,3258,40,81264,1124,2259,749,572,767,970,Fort Dodge,42.5098,-94.1751,24850,599.4,3
IA,2,3,0,45,45,2,2,0,0,0,1,2,0,45,0.960543801,587,156200,0,22,0,565,0,86740,1123,1616,735,916,715,740,Garner,43.1,-93.6031,3065,556.8,3
IA,2,3,0,35,35,2,2,0.428571429,0,1,4,3,0,35,2.30762747,950,187300,0,45,11,864,30,87857,1406,3120,758,480,956,1102,Glenwood,41.0446,-95.7406,5128,677.4,7
IA,2,3,0,80,80,1.75,1,0.333333333,0,0,1,4,0,80,0.270359001,1412,187900,43,222,0,1112,35,97500,1460,2795,852,673,879,1211,Grinnell,41.7359,-92.7244,9511,645.5,3
IA,2,3,0,35,35,1,1,0.25,0,0,1,2,0,35,0.960543801,448,82400,0,31,0,417,0,68452,759,1301,722,416,746,1032,Hampton,42.742,-93.205,4328,377.7,3
IA,2,3,0,45,75,2.5,2,0.25,0,0,1,2,0,45,0.960543801,895,139200,15,65,0,770,45,85511,1236,2047,1034,481,759,1108,Harlan,41.6495,-95.3268,4897,427.8,3
IA,2,3,0,30,45,1,1,0.666666667,0,1,2,1,0,30,2.213410084,1166,237100,0,30,0,1136,0,117576,1656,3928,818,630,861,1147,Hiawatha,42.0547,-91.6911,7179,581.7,7
IA,2,3,0,72.5,65,2,2,0.375,0,0,1,2,0,72.5,0.960543801,2704,205000,90,293,0,2272,49,106136,1549,3585,914,606,908,1213,Indianola,41.3629,-93.5652,15845,535,3
IA,3,3,1,45,50,1.5,1,0.5625,0,1,1,1,1,45,2.692461527,8736,262100,702,1150,78,6636,170,112674,1757,4624,1077,874,1104,1539,Iowa City,41.6559,-91.5303,130736,1127,4
IA,0,3,0,42.5,35,2,2,0.666666667,0,1,1,4,0,42.5,-0.00575052,566,120900,33,68,0,458,7,80119,1177,1948,666,496,640,839,Marengo,41.7961,-92.0675,2812,513.3,3
IA,2,3,0,35,35,2,2,0.357142857,0,0,4,1,0,35,2.482239481,8834,216100,586,861,76,7110,201,111178,1579,3870,906,603,887,1353,Marion,42.0451,-91.585,41401,897.9,3
IA,2,3,0,32.5,35,2,1,0.625,0,0,3,1,0,32.5,2.090038388,3627,121900,23,140,9,3361,94,83395,1166,2134,832,626,860,1166,Marshalltown,42.0343,-92.9068,27511,553.3,3
IA,2,3,0,40,25,2,2,0.25,0,1,1,2,0,40,1.476116591,1230,139300,12,39,0,1169,10,81453,1234,2410,672,575,827,969,Mount Pleasant,40.9625,-91.5452,9214,412.3,3
IA,2,3,0,35,35,2,2,0.529411765,0,1,1,2,0,35,1.476116591,3799,141400,74,188,0,3518,19,91862,1285,2594,935,756,938,1176,Muscatine,41.4195,-91.068,23671,502.3,3
IA,2,3,0,38,25,2,2,0.333333333,0,1,1,1,0,38,1.821208991,1306,168100,65,162,0,1072,7,86327,1350,2782,806,518,768,1263,Nevada,42.0184,-93.4633,6933,450,3
IA,2,3,1,15,40,2,2,0.666666667,0,0,1,2,0,15,0.960543801,2817,142300,68,155,51,2543,0,67721,1223,2547,826,623,861,1043,Newton,41.6963,-93.0403,15692,534.4,7
IA,2,3,0,20,20,2,1,0.3,0,1,3,2,0,20,2.260518777,4399,287300,434,473,99,3393,0,126611,1861,4503,1198,1056,1007,1711,North Liberty,41.7438,-91.6112,20393,840.7,7
IA,2,3,0,20,20,1,1,0.666666667,0,1,1,2,0,20,1.476116591,889,225600,8,160,0,721,0,100188,1443,3129,767,642,788,915,Orange City,43.0023,-96.0566,6278,525.9,7
IA,2,3,0,35,35,2,2,0.25,0,1,4,3,0,35,2.30762747,1499,147600,82,156,0,1241,20,89888,1184,2311,815,398,883,894,Oskaloosa,41.2922,-92.6404,11492,551.3,7
IA,2,3,0,45,10,2,2,0.285714286,0,1,4,1,0,45,2.99781227,1657,254200,53,165,0,1423,16,110055,1578,3360,1025,805,1073,1214,Pella,41.4052,-92.9189,10556,436.2,3
IA,2,3,0,45,100,1,1,0.5,0,1,2,5,0,45,0.833040483,997,126500,34,0,0,956,7,78105,1045,2262,901,486,904,997,Perry,41.8387,-94.0938,7875,554.2,3
IA,2,3,0,35,35,2,2,0.25,0,1,1,1,0,35,1.821208991,1282,245400,0,187,8,1087,0,104693,1573,3244,775,569,932,1375,Sioux Center,43.0748,-96.1707,8227,503.3,3
IA,2,3,0,37.5,45,1.5,1,1,0,1,1,2,0,37.5,1.476116591,2073,154800,0,198,0,1841,34,79769,1234,2078,737,611,755,960,Spencer,43.1468,-95.1534,11351,400.3,3
IA,2,3,0,52.5,16,1.5,1,0.5,0,0,1,5,0,52.5,-0.074733399,512,148000,27,15,0,458,12,93611,1193,1992,761,300,770,892,Tipton,41.7701,-91.1283,3130,597.4,3
IA,2,3,1,35,35,2,1,0.333333333,0,1,1,1,0,35,1.821208991,9200,308200,206,1034,10,7760,190,139423,1902,5264,1108,968,1101,1482,Urbandale,41.639,-93.7812,45591,781.4,4
IA,2,3,0,14,14,2,2,0.466666667,0,1,2,2,0,14,1.868317684,5663,312400,156,504,44,4909,50,145655,2063,5193,1209,1094,1298,1424,Waukee,41.5985,-93.8869,25045,451,7
IA,2,3,0,35,35,2,2,0.571428571,0,0,3,1,0,35,2.090038388,1259,95900,43,96,0,1120,0,85347,998,1419,844,766,839,932,Webster City,42.4622,-93.8168,7787,338.1,3
IA,2,3,1,60,60,1,1,0.210526316,0,1,4,1,0,60,2.99781227,12562,265900,254,1351,14,10727,216,128296,1745,4326,1153,1052,1161,1358,West Des Moines,41.5521,-93.7806,68744,561.2,4
IA,2,3,0,25,25,2,1,0,0,0,1,4,0,25,0.270359001,512,168800,0,65,9,438,0,99375,1506,3010,961,755,939,1121,West Liberty,41.5727,-91.2623,3821,834.9,7
IA,2,4,0,45,20,1,1,0.5,0,1,1,1,0,45,1.976824057,1064,226400,28,55,0,981,0,111413,1604,4085,1207,1179,1123,1577,Windsor Heights,41.6045,-93.7128,5200,1399.6,3
IA,2,2,0,32.5,35,1,1,0.666666667,0,0,1,2,0,32.5,0.804928735,1111,193200,44,0,0,1067,0,90315,1384,3465,936,584,964,1162,Winterset,41.345,-94.0138,5366,446.3,3
KS,2,3,1,45,35,2,1,0.166666667,0,1,1,1,0,45,1.821208991,944,142800,0,89,0,845,10,79909,1281,1903,735,563,767,1035,Abilene,38.923,-97.2252,6489,526.1,3
KS,3,3,1,35,35,1.5,1,0.375,0,1,4,1,0,35,3.393653426,2910,261100,22,269,0,2580,39,135071,2020,5055,1565,1075,1179,1519,Andover,37.6873,-97.1352,15460,573.4,4
KS,2,3,1,45,35,2,1,0.333333333,0,1,2,1,0,45,2.213410084,1498,90500,47,53,0,1395,3,86818,1090,1749,755,470,801,966,Arkansas City,37.0726,-97.0385,11997,497.2,3
KS,3,3,1,13.5,12,7,7,0.090909091,0,1,1,2,0,13.5,1.871957746,1632,160900,24,89,45,1410,64,85875,1438,2614,869,609,1119,1117,Augusta,37.6955,-96.9919,9253,842.2,0
KS,2,3,0,10,10,1,1,0.714285714,0,0,1,5,0,10,-0.074733399,348,84500,41,5,0,302,0,77679,1194,1807,809,480,817,868,Beloit,39.4645,-98.1082,3083,303.9,7
KS,2,3,1,40,45,1,1,0.2,0,0,1,2,0,40,0.960543801,726,86400,0,37,0,675,14,62642,984,1787,711,244,707,802,Concordia,39.5669,-97.6467,5080,435.5,3
KS,2,3,0,35,35,3,2,0.25,0,1,4,2,0,35,2.65271987,4367,223000,143,321,0,3850,53,108145,1639,3057,1073,845,1093,1304,Derby,37.5571,-97.2551,25551,947.5,7
KS,3,3,1,35,35,2,1,0.4,0,0,1,1,0,35,1.701477357,2918,129200,43,181,0,2633,61,76486,1215,1942,758,629,787,971,Emporia,38.4028,-96.1932,24118,756.2,3
KS,3,4,1,45,75,2,2,0.5,0,1,1,2,0,45,2.027572812,3092,187300,5,260,0,2782,45,90242,1527,2743,968,549,947,1188,Garden City,37.9753,-100.8527,27933,988.4,3
KS,2,3,0,40,35,2,2,0,0,1,1,1,0,40,1.821208991,522,133200,0,13,0,509,0,82816,1147,1945,821,804,813,879,Goodland,39.3489,-101.7143,3813,327.1,3
KS,2,3,1,45,45,2,2,0.4,0,1,1,1,0,45,1.821208991,391,123900,3,18,0,370,0,102952,1569,2535,878,900,873,888,Hugoton,37.1745,-101.3447,4134,767.4,3
KS,2,3,0,40,45,2,2,0,0,1,4,2,0,40,2.65271987,590,100600,9,14,0,560,7,67333,1112,1903,737,425,751,863,Iola,37.9274,-95.4006,5395,466.5,3
KS,2,3,0,35,35,3,5.5,0.166666667,0,1,1,2,0,35,1.476116591,416,94200,0,27,0,382,7,100227,1185,1854,755,352,810,1016,Larned,38.1833,-99.1012,3167,507.4,0
KS,3,4,1,35,35,1.5,1,0.466666667,0,1,4,1,1,35,4.024679872,11772,249000,232,1000,135,10195,210,110136,1702,3177,1038,889,1015,1386,Lawrence,38.9597,-95.2642,96061,1075.1,4
KS,2,3,1,15,15,2,1,0.5,0,1,1,2,0,15,1.476116591,3892,177400,24,140,0,3705,23,93631,1425,2193,1087,708,857,1448,Leavenworth,39.3239,-94.924,37193,589.7,7
KS,2,3,0,43.5,30,1,1,0.230769231,0,0,1,2,0,43.5,0.960543801,7785,606800,284,1059,42,6380,20,225532,3193,6818,1872,1655,2005,3086,Leawood,38.9075,-94.6258,33784,863.5,1
KS,3,3,0,45,35,1,1,0.166666667,0,0,3,2,0,45,2.140787143,584,143500,6,0,0,567,11,92868,1381,2246,861,563,897,939,Lindsborg,38.5774,-97.6738,3762,792.3,3
KS,2,3,0,45,35,2,2,0.5,0,1,1,1,0,45,1.821208991,557,99200,25,53,0,479,0,77386,1140,1803,736,505,805,887,Lyons,38.3462,-98.2045,3596,536.9,3
KS,2,3,1,35,35,1.5,1.5,0.333333333,0,1,4,2,0,35,2.65271987,2478,201900,40,193,0,2227,18,102550,1393,2809,903,766,828,1117,McPherson,38.3714,-97.6605,13955,723.6,7
KS,2,3,0,35,35,2,1,0.5,0,1,1,1,0,35,1.821208991,5469,254900,52,274,0,5091,52,110186,1708,3763,977,803,950,1187,Manhattan,39.1886,-96.6048,54287,1048.6,3
KS,2,3,0,37.5,35,2,2,0.111111111,0,0,4,2,0,37.5,2.137147081,537,115300,37,16,36,430,18,90563,1253,1802,677,408,668,788,Marysville,39.8432,-96.6387,3414,288.9,3
KS,2,3,0,40,35,4,1,0.428571429,0,1,1,1,0,40,1.821208991,1974,224800,69,143,0,1735,27,93929,1543,2471,1117,1038,1178,1637,Merriam,39.0186,-94.6933,11070,990,3
KS,2,3,0,35,35,1.5,2,0.533333333,0,0,1,1,0,35,1.305636202,1745,243800,56,97,0,1556,36,102760,1578,3099,1141,1012,1276,1680,Mission,39.027,-94.6568,9894,1432,3
KS,2,3,1,25,25,1.5,1,0.2,0,1,1,2,0,25,1.476116591,2825,147900,0,160,0,2635,30,88042,1344,2562,876,701,863,1043,Newton,38.0368,-97.3449,18527,484,7
KS,2,3,1,55,144,2,1,0.470588235,0,1,4,1,0,55,2.99781227,28645,321600,394,2646,28,25371,206,133665,2019,3831,1229,1043,1189,1524,Olathe,38.8833,-94.82,142114,878.6,4
KS,2,3,1,35,35,1,1,0.428571429,0,1,1,2,1,35,1.951527971,2194,165700,0,100,118,1959,17,99712,1450,2852,870,701,903,965,Ottawa,38.5996,-95.2636,12615,471.9,7
KS,2,3,1,35,35,1,1,0.5,0,0,1,1,0,35,1.305636202,1984,114900,45,94,13,1777,55,64864,1117,1537,825,572,834,1101,Pittsburg,37.4129,-94.6985,20610,606.1,3
KS,2,3,0,36,35,2,2,0.545454545,0,1,1,2,0,36,1.476116591,4956,377600,45,498,21,4298,94,136175,2104,4559,1564,1223,1456,1716,Prairie Village,38.9874,-94.6362,22922,1425,4
KS,2,3,1,35,35,1.5,1.5,0.333333333,0,1,2,2,0,35,1.868317684,293,156700,0,10,0,283,0,65114,1013,2333,624,330,618,1057,Sterling,38.2094,-98.2064,2507,540.4,7
KS,2,3,0,25,20,1.5,2,0.571428571,0,1,2,1,0,25,2.213410084,17868,135500,178,965,25,16360,340,83162,1231,2052,926,725,949,1147,Topeka,39.0346,-95.6955,148185,792.2,7
KS,2,3,1,35,35,1,1.5,0.444444444,0,1,3,4,0,35,1.570333976,1048,182300,0,32,14,1002,0,96977,1447,2759,885,487,794,1159,Valley Center,37.8332,-97.3646,8448,459,7
KS,2,3,0,35,35,2,1,0.2,0,1,3,1,0,35,2.605611177,983,99900,13,9,0,961,0,73638,1241,1814,807,434,818,1021,Wellington,37.2625,-97.426,7710,390.8,3
KY,4,4,1,42,42,1,1,0.25,0,0,4,1,0,42,3.429536858,6580,208000,190,515,13,5748,114,93883,1372,1573,931,776,945,1130,Bowling Green,36.9716,-86.4378,99669,681.7,3
KY,0,2,0,50,50,1,1,0.4,0,0,1,1,0,50,0.358338825,1258,144800,11,102,165,955,25,69388,963,1105,655,583,605,818,Campbellsville,37.3445,-85.3511,11434,585.2,3
KY,2,3,0,40,40,1.75,1,0.470588235,0,0,2,3,0,40,1.007652494,1196,124800,27,81,0,1075,13,98333,1245,2191,937,564,1073,968,Dayton,39.1127,-84.4639,5674,1686.6,3
KY,1,2,0,30,55,1,1,0,0,1,3,1,0,30,2.054154956,1797,295400,15,285,0,1397,100,140156,1758,2806,1147,963,1195,1148,Edgewood,39.0092,-84.5604,8447,765.2,7
KY,2,2,0,50,50,2.795,1,0.857142857,0,0,4,2,0,50,1.981532015,4300,217700,73,590,0,3600,37,87366,1533,1683,847,672,896,1023,Elizabethtown,37.7031,-85.8773,77770,439.5,3
KY,1,2,0,35,35,2,2,0.25,0,0,3,3,0,35,0.848397366,1551,153200,35,65,0,1426,25,86894,1192,1312,1263,1120,1256,1507,Elsmere,38.9948,-84.6017,9126,1340.7,3
KY,1,2,0,40,50,2,1,0.076923077,0,1,3,1,0,40,2.054154956,3936,180000,155,429,16,3189,147,103790,1268,2019,959,767,964,1168,Erlanger,39.0109,-84.5864,19577,900.8,3
KY,1,3,0,40,40,1,1,0.157894737,0,0,3,1,0,40,1.694197233,1172,268400,0,178,0,953,41,132404,1586,2522,1058,756,1166,1320,Fort Wright,39.0463,-84.5362,5841,663.4,3
KY,2,3,0,40,40,2,1,0.076923077,0,0,1,1,0,40,1.305636202,7153,233700,70,681,19,6311,72,105499,1424,1698,1106,786,1020,1358,Georgetown,38.2247,-84.5487,37510,836.8,3
KY,2,2,0,35,30,2,2,0.625,0,1,1,1,0,35,1.665593925,3591,153300,143,284,23,3082,59,78800,1192,1746,762,627,813,980,Henderson,37.8397,-87.5798,28166,644.6,3
KY,1,3,0,40,40,2,1,0.166666667,0,0,3,3,0,40,1.004012432,980,153200,13,157,0,785,25,80890,1224,2162,1016,928,1046,597,Highland Heights,39.0354,-84.4567,6566,967.5,3
KY,1,3,0,35,45,1,1,0.375,0,0,1,1,0,35,0.909795046,1545,169700,54,104,0,1378,9,70680,1180,1672,1321,1332,1183,1263,Hillview,38.0562,-85.6847,8681,505,3
KY,2,3,1,45,45,2,2,0.777777778,0,1,2,3,0,45,1.523225284,805,133100,26,29,0,750,0,57798,1006,1188,634,381,668,844,Lebanon,37.5691,-85.2594,6274,379.9,3
KY,1,3,0,35,35,3,3,0.4,0,0,1,2,0,35,0.564702646,2716,147200,27,332,0,2316,41,72007,1110,1400,854,572,810,983,Madisonville,37.3409,-87.5034,19433,419.9,3
KY,1,3,0,38,35,3,2,0.285714286,0,0,1,2,0,38,0.564702646,1463,120000,12,9,29,1341,72,70179,1058,969,582,421,570,947,Mayfield,36.7371,-88.6447,10011,525.9,3
KY,1,2,0,27.5,35,2,5,0,0,0,3,2,0,27.5,1.193489766,1022,178800,0,41,0,971,10,74111,1262,1279,612,288,765,797,Mount Sterling,38.0648,-83.9472,7532,647,3
KY,3,3,1,35,35,2,2,0.428571429,0,0,1,2,0,35,1.356384957,1398,189800,6,133,0,1239,20,87473,1395,1689,762,628,907,1118,Murray,36.6146,-88.3207,17414,577.1,3
KY,2,3,0,40,40,4,5,0.1,0,1,4,1,0,40,2.99781227,5029,192600,266,651,0,4068,44,90371,1313,1613,980,797,870,1129,Nicholasville,37.8906,-84.5668,31352,817.5,0
KY,2,3,0,36,40,2,2,0.4,0,1,1,2,0,36,1.476116591,3538,165900,0,243,0,3268,27,83409,1232,1367,815,621,875,941,Paducah,37.0711,-88.644,26869,510.5,3
KY,0,2,0,38,38,2.25,3,0.7,0,0,1,1,0,38,0.358338825,798,138400,0,125,0,645,28,70301,1181,1273,679,440,654,952,Russellville,36.8394,-86.895,7186,255.2,3
KY,1,3,0,35,45,1,1,0.375,0,0,1,1,0,35,0.909795046,2597,188900,75,99,12,2374,37,84387,1341,1729,878,678,853,1080,Shepherdsville,37.9813,-85.7007,14136,345.1,3
KY,0,3,0,35,35,1.75,1,0,0,0,3,2,0,35,0.953263677,544,193000,0,17,0,527,0,91250,1228,1634,857,579,744,1079,Wilmore,37.8786,-84.6545,6017,466.7,3
LA,2,3,1,35,35,2,2,0.461538462,0,0,4,1,0,35,2.482239481,4744,202900,47,236,13,4383,65,89805,1493,1044,928,708,876,1162,Alexandria,31.2923,-92.4702,77109,611.6,3
LA,2,3,1,40,40,1,1,0.428571429,0,0,1,1,0,40,1.305636202,740,157800,7,13,0,720,0,88047,1130,777,737,398,683,906,Bastrop,32.7748,-91.9078,9623,434.1,3
